Time (ms),Device,Action,Details
1725111233684,Keyboard,Press,Key: w
1725111235162,Keyboard,Press,Key: shift
1725111235295,Keyboard,Release,Key: shift
1725111235338,Keyboard,Press,Key: shift
1725111236471,Keyboard,Release,Key: shift
1725111237472,Keyboard,Release,Key: w
1725111237556,Keyboard,Press,Key: w
1725111237909,Keyboard,Press,Key: e
1725111237958,Keyboard,Release,Key: w
1725111238059,Keyboard,Release,Key: e
1725111238378,Keyboard,Press,Key: w
1725111238430,Keyboard,Release,Key: w
1725111239277,Keyboard,Press,Key: w
1725111240822,Keyboard,Press,Key: d
1725111240999,Keyboard,Release,Key: d
1725111241150,Keyboard,Press,Key: shift
1725111241504,Keyboard,Release,Key: shift
1725111241765,Keyboard,Release,Key: w
1725111242159,Keyboard,Press,Key: a
1725111242486,Keyboard,Press,Key: w
1725111242680,Keyboard,Release,Key: a
1725111244377,Keyboard,Release,Key: w
1725111244822,Keyboard,Press,Key: w
1725111245269,Keyboard,Release,Key: w
1725111246723,Keyboard,Press,Key: w
1725111247125,Keyboard,Press,Key: d
1725111247469,Keyboard,Release,Key: d
1725111247814,Keyboard,Press,Key: a
1725111248191,Keyboard,Release,Key: a
1725111248486,Keyboard,Press,Key: a
1725111248712,Keyboard,Release,Key: a
1725111249276,Keyboard,Press,Key: a
1725111249468,Keyboard,Release,Key: a
1725111250140,Keyboard,Press,Key: a
1725111250225,Keyboard,Release,Key: a
1725111252316,Keyboard,Press,Key: d
1725111253317,Keyboard,Release,Key: w
1725111253435,Keyboard,Release,Key: d
1725111253486,Keyboard,Press,Key: w
1725111253973,Keyboard,Press,Key: a
1725111254149,Keyboard,Release,Key: a
1725111254753,Keyboard,Release,Key: w
1725111255435,Keyboard,Press,Key: w
1725111257023,Keyboard,Release,Key: w
1725111257644,Keyboard,Press,Key: w
1725111258543,Keyboard,Release,Key: w
1725111259097,Keyboard,Press,Key: w
1725111260073,Keyboard,Press,Key: d
1725111260719,Keyboard,Release,Key: d
1725111261828,Keyboard,Press,Key: a
1725111262014,Keyboard,Release,Key: a
1725111262627,Keyboard,Release,Key: w
1725111262987,Keyboard,Press,Key: w
1725111265400,Keyboard,Press,Key: d
1725111265839,Keyboard,Release,Key: d
1725111266217,Keyboard,Press,Key: d
1725111266904,Keyboard,Release,Key: d
1725111266962,Keyboard,Press,Key: d
1725111268207,Keyboard,Release,Key: d
1725111268870,Keyboard,Press,Key: a
1725111269098,Keyboard,Release,Key: a
1725111271264,Keyboard,Press,Key: a
1725111271373,Keyboard,Release,Key: a
1725111272693,Keyboard,Press,Key: a
1725111272988,Keyboard,Release,Key: a
1725111273744,Keyboard,Release,Key: w
1725111274029,Keyboard,Press,Key: e
1725111274121,Keyboard,Release,Key: e
1725111275081,Keyboard,Press,Key: e
1725111275155,Keyboard,Release,Key: e
1725111275677,Keyboard,Press,Key: e
1725111275777,Keyboard,Release,Key: e
1725111307042,Keyboard,Press,Key: space
1725111307150,Keyboard,Release,Key: space
1725111307422,Keyboard,Press,Key: space
1725111307453,Keyboard,Release,Key: space
1725111307900,Keyboard,Press,Key: space
1725111307999,Keyboard,Release,Key: space
1725111308471,Keyboard,Press,Key: space
1725111308538,Keyboard,Release,Key: space
1725111308890,Keyboard,Press,Key: space
1725111308941,Keyboard,Release,Key: space
1725111310437,Keyboard,Press,Key: space
1725111310521,Keyboard,Release,Key: space
1725111312412,Keyboard,Press,Key: s
1725111312489,Keyboard,Release,Key: s
1725111312629,Keyboard,Press,Key: e
1725111312689,Keyboard,Release,Key: e
1725111328546,Keyboard,Press,Key: space
1725111328655,Keyboard,Release,Key: space
1725111329613,Keyboard,Press,Key: space
1725111329731,Keyboard,Release,Key: space
1725111330117,Keyboard,Press,Key: space
1725111330193,Keyboard,Release,Key: space
1725111330311,Keyboard,Press,Key: space
1725111330412,Keyboard,Release,Key: space
1725111330900,Keyboard,Press,Key: space
1725111330982,Keyboard,Release,Key: space
1725111332101,Keyboard,Press,Key: space
1725111332159,Keyboard,Release,Key: space
1725111333008,Keyboard,Press,Key: space
1725111333092,Keyboard,Release,Key: space
1725111333175,Keyboard,Press,Key: space
1725111333243,Keyboard,Release,Key: space
1725111336815,Keyboard,Press,Key: e
1725111336881,Keyboard,Release,Key: e
1725111337672,Keyboard,Press,Key: space
1725111337748,Keyboard,Release,Key: space
1725111337857,Keyboard,Press,Key: space
1725111337942,Keyboard,Release,Key: space
1725111338235,Keyboard,Press,Key: space
1725111338294,Keyboard,Release,Key: space
1725111338369,Keyboard,Press,Key: space
1725111338444,Keyboard,Release,Key: space
1725111338799,Keyboard,Press,Key: space
1725111338857,Keyboard,Release,Key: space
1725111338940,Keyboard,Press,Key: space
1725111339008,Keyboard,Release,Key: space
1725111339328,Keyboard,Press,Key: space
1725111339395,Keyboard,Release,Key: space
1725111339471,Keyboard,Press,Key: space
1725111339528,Keyboard,Release,Key: space
1725111339966,Keyboard,Press,Key: space
1725111340050,Keyboard,Release,Key: space
1725111341355,Keyboard,Press,Key: e
1725111341420,Keyboard,Release,Key: e
1725111342194,Keyboard,Press,Key: space
1725111342294,Keyboard,Release,Key: space
1725111342387,Keyboard,Press,Key: space
1725111342472,Keyboard,Release,Key: space
1725111342571,Keyboard,Press,Key: space
1725111342655,Keyboard,Release,Key: space
1725111342757,Keyboard,Press,Key: space
1725111342840,Keyboard,Release,Key: space
1725111342967,Keyboard,Press,Key: space
1725111343034,Keyboard,Release,Key: space
1725111343160,Keyboard,Press,Key: space
1725111343229,Keyboard,Release,Key: space
1725111343328,Keyboard,Press,Key: space
1725111343395,Keyboard,Release,Key: space
1725111343563,Keyboard,Press,Key: space
1725111343631,Keyboard,Release,Key: space
1725111343723,Keyboard,Press,Key: space
1725111343816,Keyboard,Release,Key: space
1725111344277,Keyboard,Press,Key: space
1725111344387,Keyboard,Release,Key: space
1725111345774,Keyboard,Press,Key: e
1725111345824,Keyboard,Release,Key: e
1725111347060,Keyboard,Press,Key: space
1725111347152,Keyboard,Release,Key: space
1725111347238,Keyboard,Press,Key: space
1725111347329,Keyboard,Release,Key: space
1725111348245,Keyboard,Press,Key: space
1725111348328,Keyboard,Release,Key: space
1725111351406,Keyboard,Press,Key: space
1725111351488,Keyboard,Release,Key: space
1725111351834,Keyboard,Press,Key: space
1725111351893,Keyboard,Release,Key: space
1725111352002,Keyboard,Press,Key: space
1725111352061,Keyboard,Release,Key: space
1725111353062,Keyboard,Press,Key: space
1725111353154,Keyboard,Release,Key: space
1725111353725,Keyboard,Press,Key: space
1725111353809,Keyboard,Release,Key: space
1725111354313,Keyboard,Press,Key: space
1725111354372,Keyboard,Release,Key: space
1725111354473,Keyboard,Press,Key: space
1725111354540,Keyboard,Release,Key: space
1725111356103,Keyboard,Press,Key: space
1725111356178,Keyboard,Release,Key: space
1725111357379,Keyboard,Press,Key: space
1725111357463,Keyboard,Release,Key: space
1725111357951,Keyboard,Press,Key: space
1725111358018,Keyboard,Release,Key: space
1725111358825,Keyboard,Press,Key: space
1725111358901,Keyboard,Release,Key: space
1725111359253,Keyboard,Press,Key: space
1725111359328,Keyboard,Release,Key: space
1725111359733,Keyboard,Press,Key: space
1725111359807,Keyboard,Release,Key: space
1725111360211,Keyboard,Press,Key: space
1725111360279,Keyboard,Release,Key: space
1725111360364,Keyboard,Press,Key: space
1725111360455,Keyboard,Release,Key: space
1725111361487,Keyboard,Press,Key: e
1725111361563,Keyboard,Release,Key: e
1725111362354,Keyboard,Press,Key: space
1725111362429,Keyboard,Release,Key: space
1725111362597,Keyboard,Press,Key: space
1725111362665,Keyboard,Release,Key: space
1725111362876,Keyboard,Press,Key: space
1725111362950,Keyboard,Release,Key: space
1725111363036,Keyboard,Press,Key: space
1725111363110,Keyboard,Release,Key: space
1725111363437,Keyboard,Press,Key: space
1725111363495,Keyboard,Release,Key: space
1725111363597,Keyboard,Press,Key: space
1725111363647,Keyboard,Release,Key: space
1725111378804,Keyboard,Press,Key: w
1725111380323,Keyboard,Press,Key: d
1725111380518,Keyboard,Release,Key: d
1725111380610,Keyboard,Release,Key: w
1725111381450,Keyboard,Press,Key: w
1725111382315,Keyboard,Press,Key: d
1725111382566,Keyboard,Release,Key: d
1725111383962,Keyboard,Release,Key: w
1725111384021,Keyboard,Press,Key: w
1725111384113,Keyboard,Release,Key: w
1725111384794,Keyboard,Press,Key: w
1725111385558,Keyboard,Release,Key: w
1725111390407,Keyboard,Press,Key: w
1725111392542,Keyboard,Press,Key: d
1725111392668,Keyboard,Release,Key: d
1725111395398,Keyboard,Release,Key: w
1725111396390,Keyboard,Press,Key: w
1725111400079,Keyboard,Release,Key: w
1725111401472,Keyboard,Press,Key: space
1725111401564,Keyboard,Release,Key: space
1725111401876,Keyboard,Press,Key: space
1725111401985,Keyboard,Release,Key: space
1725111402271,Keyboard,Press,Key: space
1725111402346,Keyboard,Release,Key: space
1725111402464,Keyboard,Press,Key: space
1725111402533,Keyboard,Release,Key: space
1725111402958,Keyboard,Press,Key: space
1725111403059,Keyboard,Release,Key: space
1725111403136,Keyboard,Press,Key: space
1725111403211,Keyboard,Release,Key: space
1725111403632,Keyboard,Press,Key: space
1725111403724,Keyboard,Release,Key: space
1725111403791,Keyboard,Press,Key: space
1725111403917,Keyboard,Release,Key: space
1725111405294,Keyboard,Press,Key: space
1725111405379,Keyboard,Release,Key: space
1725111405447,Keyboard,Press,Key: space
1725111405564,Keyboard,Release,Key: space
1725111406085,Keyboard,Press,Key: space
1725111406169,Keyboard,Release,Key: space
1725111406236,Keyboard,Press,Key: space
1725111406329,Keyboard,Release,Key: space
1725111406740,Keyboard,Press,Key: space
1725111406849,Keyboard,Release,Key: space
1725111406875,Keyboard,Press,Key: space
1725111407000,Keyboard,Release,Key: space
1725111408101,Keyboard,Press,Key: space
1725111408185,Keyboard,Release,Key: space
1725111408798,Keyboard,Press,Key: space
1725111408874,Keyboard,Release,Key: space
1725111410101,Keyboard,Press,Key: space
1725111410159,Keyboard,Release,Key: space
1725111411016,Keyboard,Press,Key: space
1725111411083,Keyboard,Release,Key: space
1725111411746,Keyboard,Press,Key: space
1725111411831,Keyboard,Release,Key: space
1725111412143,Keyboard,Press,Key: space
1725111412251,Keyboard,Release,Key: space
1725111412586,Keyboard,Press,Key: space
1725111412663,Keyboard,Release,Key: space
1725111412738,Keyboard,Press,Key: space
1725111412830,Keyboard,Release,Key: space
1725111413208,Keyboard,Press,Key: space
1725111413292,Keyboard,Release,Key: space
1725111413368,Keyboard,Press,Key: space
1725111413459,Keyboard,Release,Key: space
1725111452464,Keyboard,Press,Key: space
1725111452547,Keyboard,Release,Key: space
1725111453009,Keyboard,Press,Key: w
1725111454196,Keyboard,Press,Key: d
1725111454547,Keyboard,Release,Key: d
1725111454951,Keyboard,Press,Key: shift
1725111455699,Keyboard,Release,Key: shift
1725111456539,Keyboard,Release,Key: w
1725111459111,Keyboard,Press,Key: w
1725111459589,Keyboard,Press,Key: shift
1725111461211,Keyboard,Release,Key: shift
1725111464572,Keyboard,Press,Key: space
1725111464706,Keyboard,Release,Key: space
1725111467523,Keyboard,Press,Key: a
1725111467916,Keyboard,Release,Key: a
1725111473842,Keyboard,Press,Key: shift
1725111474834,Keyboard,Release,Key: shift
1725111475212,Keyboard,Press,Key: shift
1725111476196,Keyboard,Release,Key: shift
1725111483684,Keyboard,Press,Key: shift
1725111484131,Keyboard,Release,Key: shift
1725111490290,Keyboard,Press,Key: a
1725111490870,Keyboard,Release,Key: w
1725111491417,Keyboard,Press,Key: w
1725111493452,Keyboard,Release,Key: a
1725111493829,Keyboard,Press,Key: d
1725111495089,Keyboard,Release,Key: d
1725111502542,Keyboard,Press,Key: a
1725111503198,Keyboard,Release,Key: a
1725111505256,Keyboard,Press,Key: d
1725111506954,Keyboard,Release,Key: d
1725111519474,Keyboard,Press,Key: d
1725111519827,Keyboard,Release,Key: d
1725111522910,Keyboard,Press,Key: d
1725111523962,Keyboard,Release,Key: d
1725111531391,Keyboard,Press,Key: d
1725111531862,Keyboard,Release,Key: w
1725111533433,Keyboard,Press,Key: w
1725111533987,Keyboard,Release,Key: d
1725111539005,Keyboard,Press,Key: a
1725111539358,Keyboard,Release,Key: a
1725111544217,Keyboard,Press,Key: d
1725111545117,Keyboard,Release,Key: d
1725111558457,Keyboard,Press,Key: d
1725111558717,Keyboard,Release,Key: d
1725111559062,Keyboard,Press,Key: a
1725111559399,Keyboard,Release,Key: a
1725111561835,Keyboard,Release,Key: w
1725111581593,Keyboard,Press,Key: w
1725111581938,Keyboard,Press,Key: d
1725111582450,Keyboard,Press,Key: space
1725111582593,Keyboard,Release,Key: space
1725111582769,Keyboard,Release,Key: d
1725111583207,Keyboard,Press,Key: shift
1725111583930,Keyboard,Release,Key: shift
1725111585618,Keyboard,Release,Key: w
1725111586038,Keyboard,Press,Key: a
1725111586090,Keyboard,Press,Key: w
1725111586122,Keyboard,Release,Key: a
