Time (ms),Device,Action,Details
1713544741797,Keyboard,Release,Key: c
1713544741974,Keyboard,Release,Key: w
1713544742066,Keyboard,Press,Key: c
1713544742855,Keyboard,Press,Key: w
1713544743007,Keyboard,Release,Key: c
1713544743712,Keyboard,Press,Key: shift
1713544747262,Keyboard,Press,Key: space
1713544748788,Keyboard,Release,Key: space
1713544748906,Keyboard,Release,Key: shift
1713544749979,Keyboard,Release,Key: w
1713544751237,Keyboard,Press,Key: w
1713544751784,Keyboard,Press,Key: c
1713544752430,Keyboard,Release,Key: w
1713544752958,Keyboard,Release,Key: c
1713544753176,Keyboard,Press,Key: c
1713544753955,Keyboard,Press,Key: w
1713544754041,Keyboard,Release,Key: c
1713544755239,Keyboard,Press,Key: shift
1713544757730,Keyboard,Press,Key: D
1713544757974,Keyboard,Release,Key: D
1713544760055,Keyboard,Press,Key: space
1713544761429,Keyboard,Release,Key: space
1713544761614,Keyboard,Release,Key: shift
1713544762294,Keyboard,Press,Key: a
1713544762757,Keyboard,Release,Key: w
1713544764126,Keyboard,Press,Key: w
1713544764174,Keyboard,Release,Key: a
1713544764360,Keyboard,Press,Key: d
1713544764828,Keyboard,Press,Key: q
1713544764947,Keyboard,Release,Key: q
1713544765290,Keyboard,Press,Key: space
1713544765375,Keyboard,Release,Key: space
1713544765449,Keyboard,Press,Key: space
1713544765551,Keyboard,Release,Key: space
1713544765619,Keyboard,Press,Key: space
1713544765685,Keyboard,Release,Key: space
1713544765769,Keyboard,Release,Key: d
1713544766003,Keyboard,Press,Key: space
1713544766080,Keyboard,Release,Key: space
1713544766156,Keyboard,Press,Key: space
1713544766248,Keyboard,Release,Key: space
1713544766317,Keyboard,Press,Key: space
1713544766389,Keyboard,Release,Key: space
1713544766465,Keyboard,Press,Key: space
1713544766541,Keyboard,Release,Key: space
1713544766617,Keyboard,Press,Key: space
1713544766700,Keyboard,Release,Key: space
1713544766776,Keyboard,Press,Key: space
1713544766860,Keyboard,Release,Key: space
1713544766919,Keyboard,Press,Key: space
1713544767003,Keyboard,Release,Key: space
1713544767087,Keyboard,Press,Key: space
1713544767136,Keyboard,Release,Key: space
1713544767230,Keyboard,Press,Key: space
1713544767295,Keyboard,Release,Key: space
1713544767396,Keyboard,Press,Key: space
1713544767438,Keyboard,Release,Key: space
1713544767540,Keyboard,Press,Key: space
1713544767623,Keyboard,Release,Key: space
1713544767681,Keyboard,Press,Key: space
1713544767782,Keyboard,Release,Key: space
1713544767825,Keyboard,Press,Key: space
1713544767916,Keyboard,Release,Key: space
1713544767976,Keyboard,Press,Key: space
1713544768077,Keyboard,Release,Key: space
1713544768109,Keyboard,Press,Key: space
1713544768203,Keyboard,Release,Key: space
1713544768235,Keyboard,Press,Key: d
1713544768774,Keyboard,Press,Key: space
1713544768841,Keyboard,Release,Key: space
1713544768916,Keyboard,Press,Key: space
1713544769017,Keyboard,Release,Key: space
1713544769075,Keyboard,Press,Key: space
1713544769166,Keyboard,Release,Key: space
1713544769235,Keyboard,Press,Key: space
1713544769326,Keyboard,Release,Key: space
1713544769680,Keyboard,Release,Key: d
1713544769980,Keyboard,Press,Key: d
1713544770217,Keyboard,Press,Key: space
1713544770292,Keyboard,Release,Key: space
1713544770367,Keyboard,Press,Key: space
1713544770460,Keyboard,Release,Key: space
1713544770567,Keyboard,Press,Key: space
1713544770609,Keyboard,Release,Key: space
1713544770761,Keyboard,Release,Key: d
1713544772430,Keyboard,Release,Key: w
1713544772480,Keyboard,Press,Key: a
1713544772539,Keyboard,Release,Key: a
1713544772555,Keyboard,Press,Key: a
1713544772589,Keyboard,Press,Key: s
1713544772648,Keyboard,Press,Key: space
