Time (ms),Device,Action,Details
1747483563287,Keyboard,Release,Key: a
1747483569678,Keyboard,Press,Key: b
1747483569730,Keyboard,Release,Key: b
1747483581393,Keyboard,Press,Key: a
1747483581501,Keyboard,Release,Key: a
1747483583332,Keyboard,Press,Key: w
1747483584473,Keyboard,Press,Key: d
1747483584902,Keyboard,Release,Key: d
1747483587024,Keyboard,Press,Key: d
1747483587167,Keyboard,Release,Key: d
1747483588032,Keyboard,Release,Key: w
1747483589611,Keyboard,Press,Key: w
1747483589805,Keyboard,Press,Key: d
1747483589997,Keyboard,Release,Key: d
1747483590106,Keyboard,Release,Key: w
1747483590719,Keyboard,Press,Key: a
1747483590837,Keyboard,Release,Key: a
1747483592827,Keyboard,Press,Key: a
1747483593129,Keyboard,Press,Key: w
1747483593364,Keyboard,Release,Key: a
1747483593733,Keyboard,Press,Key: d
1747483593987,Keyboard,Release,Key: d
1747483594548,Keyboard,Press,Key: d
1747483595413,Keyboard,Release,Key: d
1747483595665,Keyboard,Press,Key: d
1747483596203,Keyboard,Release,Key: d
1747483596446,Keyboard,Release,Key: w
1747483597388,Keyboard,Press,Key: a
1747483597798,Keyboard,Release,Key: a
1747483598335,Keyboard,Press,Key: a
1747483598503,Keyboard,Press,Key: w
1747483598822,Keyboard,Release,Key: a
1747483599678,Keyboard,Press,Key: a
1747483599896,Keyboard,Release,Key: a
1747483600181,Keyboard,Press,Key: a
1747483600274,Keyboard,Release,Key: a
1747483600646,Keyboard,Press,Key: r
1747483600694,Keyboard,Release,Key: w
1747483604061,Keyboard,Release,Key: r
1747483605446,Keyboard,Press,Key: w
1747483605531,Keyboard,Release,Key: w
1747483606117,Keyboard,Press,Key: e
1747483608098,Keyboard,Release,Key: e
1747483608535,Keyboard,Press,Key: d
1747483608895,Keyboard,Release,Key: d
1747483610355,Keyboard,Press,Key: d
1747483610431,Keyboard,Press,Key: w
1747483610665,Keyboard,Release,Key: d
1747483610994,Keyboard,Release,Key: w
1747483611691,Keyboard,Press,Key: w
1747483611875,Keyboard,Release,Key: w
1747483612270,Keyboard,Press,Key: b
1747483612379,Keyboard,Release,Key: b
1747483616349,Keyboard,Press,Key: b
1747483616434,Keyboard,Release,Key: b
1747483618322,Keyboard,Press,Key: a
1747483618524,Keyboard,Press,Key: w
