Time (ms),Device,Action,Details
1725111252216,Mouse,Move,"X: 1155, Y: 671"
1725111252317,Mouse,Move,"X: 1138, Y: 669"
1725111252418,Mouse,Move,"X: 1137, Y: 669"
1725111252519,Mouse,Move,"X: 1123, Y: 668"
1725111252620,Mouse,Move,"X: 1114, Y: 667"
1725111252720,Mouse,Move,"X: 1103, Y: 667"
1725111252821,Mouse,Move,"X: 1080, Y: 666"
1725111252922,Mouse,Move,"X: 1079, Y: 666"
1725111253022,Mouse,Move,"X: 1079, Y: 666"
1725111253123,Mouse,Move,"X: 1076, Y: 666"
1725111253223,Mouse,Move,"X: 1066, Y: 666"
1725111253324,Mouse,Move,"X: 1039, Y: 666"
1725111253424,Mouse,Move,"X: 969, Y: 665"
1725111253524,Mouse,Move,"X: 925, Y: 665"
1725111253624,Mouse,Move,"X: 910, Y: 665"
1725111253725,Mouse,Move,"X: 910, Y: 665"
1725111253827,Mouse,Move,"X: 910, Y: 665"
1725111253928,Mouse,Move,"X: 910, Y: 665"
1725111254029,Mouse,Move,"X: 910, Y: 665"
1725111254130,Mouse,Move,"X: 910, Y: 665"
1725111254230,Mouse,Move,"X: 910, Y: 665"
1725111254330,Mouse,Move,"X: 918, Y: 667"
1725111254430,Mouse,Move,"X: 943, Y: 672"
1725111254531,Mouse,Move,"X: 956, Y: 674"
1725111254632,Mouse,Move,"X: 958, Y: 674"
1725111254733,Mouse,Move,"X: 958, Y: 674"
1725111254834,Mouse,Move,"X: 958, Y: 674"
1725111254934,Mouse,Move,"X: 958, Y: 674"
1725111255034,Mouse,Move,"X: 958, Y: 674"
1725111255135,Mouse,Move,"X: 965, Y: 676"
1725111255236,Mouse,Move,"X: 1164, Y: 685"
1725111255337,Mouse,Move,"X: 1465, Y: 684"
1725111255437,Mouse,Move,"X: 1492, Y: 681"
1725111255537,Mouse,Move,"X: 1492, Y: 680"
1725111255638,Mouse,Move,"X: 1492, Y: 680"
1725111255739,Mouse,Move,"X: 1492, Y: 680"
1725111255839,Mouse,Move,"X: 1492, Y: 680"
1725111255940,Mouse,Move,"X: 1492, Y: 680"
1725111256041,Mouse,Move,"X: 1492, Y: 680"
1725111256141,Mouse,Move,"X: 1604, Y: 672"
1725111256242,Mouse,Move,"X: 1593, Y: 669"
1725111256343,Mouse,Move,"X: 1519, Y: 663"
1725111256444,Mouse,Move,"X: 1513, Y: 662"
1725111256545,Mouse,Move,"X: 1500, Y: 662"
1725111256646,Mouse,Move,"X: 1500, Y: 662"
1725111256746,Mouse,Move,"X: 1500, Y: 662"
1725111256847,Mouse,Move,"X: 1500, Y: 662"
1725111256947,Mouse,Move,"X: 1500, Y: 662"
1725111257048,Mouse,Move,"X: 1436, Y: 677"
1725111257148,Mouse,Move,"X: 1431, Y: 678"
1725111257248,Mouse,Move,"X: 1485, Y: 686"
1725111257349,Mouse,Move,"X: 1688, Y: 684"
1725111257450,Mouse,Move,"X: 1772, Y: 681"
1725111257551,Mouse,Move,"X: 1772, Y: 681"
1725111257651,Mouse,Move,"X: 1772, Y: 681"
1725111257752,Mouse,Move,"X: 1772, Y: 681"
1725111257853,Mouse,Move,"X: 1807, Y: 671"
1725111257953,Mouse,Move,"X: 1809, Y: 670"
1725111258054,Mouse,Move,"X: 1809, Y: 669"
1725111258154,Mouse,Move,"X: 1794, Y: 669"
1725111258255,Mouse,Move,"X: 1379, Y: 704"
1725111258356,Mouse,Move,"X: 1131, Y: 716"
1725111258457,Mouse,Move,"X: 1103, Y: 714"
1725111258557,Mouse,Move,"X: 1103, Y: 714"
1725111258658,Mouse,Move,"X: 1070, Y: 711"
1725111258758,Mouse,Move,"X: 873, Y: 705"
1725111258859,Mouse,Move,"X: 869, Y: 705"
1725111258959,Mouse,Move,"X: 869, Y: 704"
1725111259060,Mouse,Move,"X: 869, Y: 704"
1725111259160,Mouse,Move,"X: 869, Y: 704"
1725111259261,Mouse,Move,"X: 869, Y: 704"
1725111259361,Mouse,Move,"X: 869, Y: 704"
1725111259462,Mouse,Move,"X: 869, Y: 704"
1725111259563,Mouse,Move,"X: 867, Y: 703"
1725111259663,Mouse,Move,"X: 867, Y: 703"
1725111259764,Mouse,Move,"X: 913, Y: 709"
1725111259865,Mouse,Move,"X: 925, Y: 709"
1725111259966,Mouse,Move,"X: 938, Y: 704"
1725111260067,Mouse,Move,"X: 947, Y: 700"
1725111260167,Mouse,Move,"X: 950, Y: 700"
1725111260268,Mouse,Move,"X: 975, Y: 691"
1725111260368,Mouse,Move,"X: 988, Y: 687"
1725111260468,Mouse,Move,"X: 988, Y: 687"
1725111260569,Mouse,Move,"X: 977, Y: 682"
1725111260669,Mouse,Move,"X: 945, Y: 676"
1725111260770,Mouse,Move,"X: 921, Y: 679"
1725111260870,Mouse,Move,"X: 919, Y: 680"
1725111260971,Mouse,Move,"X: 919, Y: 680"
1725111261072,Mouse,Move,"X: 919, Y: 680"
1725111261173,Mouse,Move,"X: 926, Y: 681"
1725111261273,Mouse,Move,"X: 934, Y: 683"
1725111261374,Mouse,Move,"X: 934, Y: 683"
1725111261474,Mouse,Move,"X: 934, Y: 683"
1725111261574,Mouse,Move,"X: 934, Y: 683"
1725111261674,Mouse,Move,"X: 934, Y: 683"
1725111261775,Mouse,Move,"X: 934, Y: 683"
1725111261876,Mouse,Move,"X: 934, Y: 683"
1725111261977,Mouse,Move,"X: 945, Y: 683"
1725111262077,Mouse,Move,"X: 959, Y: 683"
1725111262177,Mouse,Move,"X: 972, Y: 681"
1725111262277,Mouse,Move,"X: 982, Y: 679"
1725111262378,Mouse,Move,"X: 999, Y: 676"
1725111262478,Mouse,Move,"X: 1008, Y: 676"
1725111262579,Mouse,Move,"X: 1138, Y: 679"
1725111262679,Mouse,Move,"X: 1159, Y: 679"
1725111262779,Mouse,Move,"X: 1159, Y: 679"
1725111262880,Mouse,Move,"X: 1221, Y: 680"
1725111262981,Mouse,Move,"X: 1445, Y: 671"
1725111263082,Mouse,Move,"X: 1493, Y: 661"
1725111263183,Mouse,Move,"X: 1493, Y: 661"
1725111263283,Mouse,Move,"X: 1493, Y: 661"
1725111263383,Mouse,Move,"X: 1493, Y: 661"
1725111263484,Mouse,Move,"X: 1493, Y: 661"
1725111263584,Mouse,Move,"X: 1537, Y: 610"
1725111263685,Mouse,Move,"X: 1537, Y: 610"
1725111263787,Mouse,Move,"X: 1537, Y: 610"
1725111263888,Mouse,Move,"X: 1537, Y: 610"
1725111263988,Mouse,Move,"X: 1539, Y: 607"
1725111264089,Mouse,Move,"X: 1494, Y: 672"
1725111264189,Mouse,Move,"X: 1478, Y: 685"
1725111264290,Mouse,Move,"X: 1547, Y: 691"
1725111264390,Mouse,Move,"X: 1547, Y: 691"
1725111264491,Mouse,Move,"X: 1547, Y: 691"
1725111264592,Mouse,Move,"X: 1534, Y: 685"
1725111264693,Mouse,Move,"X: 1525, Y: 683"
1725111264794,Mouse,Move,"X: 1515, Y: 680"
1725111264894,Mouse,Move,"X: 1514, Y: 680"
1725111264994,Mouse,Move,"X: 1514, Y: 680"
1725111265095,Mouse,Move,"X: 1514, Y: 680"
1725111265196,Mouse,Move,"X: 1514, Y: 680"
1725111265296,Mouse,Move,"X: 1514, Y: 680"
1725111265397,Mouse,Move,"X: 1545, Y: 686"
1725111265497,Mouse,Move,"X: 1552, Y: 686"
1725111265597,Mouse,Move,"X: 1566, Y: 689"
1725111265698,Mouse,Move,"X: 1578, Y: 690"
1725111265798,Mouse,Move,"X: 1610, Y: 690"
1725111265899,Mouse,Move,"X: 1610, Y: 690"
1725111265999,Mouse,Move,"X: 1610, Y: 690"
1725111266100,Mouse,Move,"X: 1610, Y: 690"
1725111266201,Mouse,Move,"X: 1610, Y: 690"
1725111266301,Mouse,Move,"X: 1624, Y: 679"
1725111266402,Mouse,Move,"X: 1646, Y: 664"
1725111266503,Mouse,Move,"X: 1647, Y: 663"
1725111266604,Mouse,Move,"X: 1647, Y: 663"
1725111266705,Mouse,Move,"X: 1646, Y: 663"
1725111266805,Mouse,Move,"X: 1646, Y: 663"
1725111266906,Mouse,Move,"X: 1643, Y: 662"
1725111267007,Mouse,Move,"X: 1643, Y: 662"
1725111267108,Mouse,Move,"X: 1643, Y: 662"
1725111267208,Mouse,Move,"X: 1643, Y: 662"
1725111267309,Mouse,Move,"X: 1643, Y: 662"
1725111267410,Mouse,Move,"X: 1643, Y: 662"
1725111267511,Mouse,Move,"X: 1638, Y: 662"
1725111267611,Mouse,Move,"X: 1620, Y: 662"
1725111267712,Mouse,Move,"X: 1615, Y: 662"
1725111267813,Mouse,Move,"X: 1614, Y: 662"
1725111267914,Mouse,Move,"X: 1614, Y: 662"
1725111268014,Mouse,Move,"X: 1614, Y: 662"
1725111268115,Mouse,Move,"X: 1589, Y: 662"
1725111268215,Mouse,Move,"X: 1557, Y: 659"
1725111268315,Mouse,Move,"X: 1542, Y: 656"
1725111268416,Mouse,Move,"X: 1542, Y: 656"
1725111268516,Mouse,Move,"X: 1542, Y: 656"
1725111268617,Mouse,Move,"X: 1533, Y: 654"
1725111268717,Mouse,Move,"X: 1533, Y: 654"
1725111268817,Mouse,Move,"X: 1533, Y: 654"
1725111268918,Mouse,Move,"X: 1533, Y: 654"
1725111269018,Mouse,Move,"X: 1533, Y: 654"
1725111269119,Mouse,Move,"X: 1533, Y: 654"
1725111269220,Mouse,Move,"X: 1542, Y: 654"
1725111269320,Mouse,Move,"X: 1591, Y: 653"
1725111269422,Mouse,Move,"X: 1720, Y: 642"
1725111269523,Mouse,Move,"X: 1774, Y: 638"
1725111269624,Mouse,Move,"X: 1803, Y: 632"
1725111269724,Mouse,Move,"X: 1827, Y: 632"
1725111269825,Mouse,Move,"X: 1828, Y: 632"
1725111269926,Mouse,Move,"X: 1873, Y: 632"
1725111270026,Mouse,Move,"X: 1919, Y: 644"
1725111270126,Mouse,Move,"X: 1919, Y: 645"
1725111270227,Mouse,Move,"X: 1919, Y: 645"
1725111270329,Mouse,Move,"X: 1919, Y: 645"
1725111270429,Mouse,Move,"X: 1919, Y: 650"
1725111270530,Mouse,Move,"X: 1919, Y: 662"
1725111270630,Mouse,Move,"X: 1919, Y: 668"
1725111270731,Mouse,Move,"X: 1919, Y: 669"
1725111270832,Mouse,Move,"X: 1919, Y: 670"
1725111270933,Mouse,Move,"X: 1919, Y: 670"
1725111271034,Mouse,Move,"X: 1919, Y: 670"
1725111271134,Mouse,Move,"X: 1919, Y: 670"
1725111271235,Mouse,Move,"X: 1919, Y: 670"
1725111271336,Mouse,Move,"X: 1919, Y: 670"
1725111271437,Mouse,Move,"X: 1919, Y: 670"
1725111271537,Mouse,Move,"X: 1919, Y: 670"
1725111271637,Mouse,Move,"X: 1919, Y: 670"
1725111271738,Mouse,Move,"X: 1919, Y: 670"
1725111271838,Mouse,Move,"X: 1919, Y: 670"
1725111271939,Mouse,Move,"X: 1919, Y: 670"
1725111272039,Mouse,Move,"X: 1919, Y: 670"
1725111272140,Mouse,Move,"X: 1919, Y: 670"
1725111272240,Mouse,Move,"X: 1919, Y: 670"
1725111272341,Mouse,Move,"X: 1919, Y: 670"
1725111272441,Mouse,Move,"X: 1919, Y: 671"
1725111272542,Mouse,Move,"X: 1919, Y: 671"
1725111272643,Mouse,Move,"X: 1908, Y: 676"
1725111272743,Mouse,Move,"X: 1893, Y: 683"
1725111272844,Mouse,Move,"X: 1893, Y: 683"
1725111272945,Mouse,Move,"X: 1893, Y: 683"
1725111273045,Mouse,Move,"X: 1893, Y: 683"
1725111273146,Mouse,Move,"X: 1893, Y: 683"
1725111273247,Mouse,Move,"X: 1893, Y: 683"
1725111273347,Mouse,Move,"X: 1893, Y: 683"
1725111273448,Mouse,Move,"X: 1893, Y: 683"
1725111273548,Mouse,Move,"X: 1895, Y: 683"
1725111273648,Mouse,Move,"X: 1919, Y: 697"
1725111273749,Mouse,Move,"X: 1919, Y: 698"
1725111273849,Mouse,Move,"X: 1919, Y: 698"
1725111273950,Mouse,Move,"X: 1919, Y: 698"
1725111274050,Mouse,Move,"X: 1919, Y: 698"
1725111274150,Mouse,Move,"X: 1919, Y: 698"
1725111274251,Mouse,Move,"X: 1919, Y: 698"
1725111274352,Mouse,Move,"X: 1919, Y: 699"
1725111274452,Mouse,Move,"X: 1919, Y: 703"
1725111274553,Mouse,Move,"X: 1919, Y: 703"
1725111274654,Mouse,Move,"X: 1916, Y: 705"
1725111274755,Mouse,Move,"X: 1916, Y: 705"
1725111274855,Mouse,Move,"X: 1915, Y: 705"
1725111274956,Mouse,Move,"X: 1915, Y: 705"
1725111275057,Mouse,Move,"X: 1893, Y: 726"
1725111275157,Mouse,Move,"X: 1886, Y: 746"
1725111275257,Mouse,Move,"X: 1885, Y: 744"
1725111275358,Mouse,Move,"X: 1919, Y: 737"
1725111275458,Mouse,Move,"X: 1919, Y: 738"
1725111275560,Mouse,Move,"X: 1919, Y: 737"
1725111275660,Mouse,Move,"X: 1919, Y: 736"
1725111275760,Mouse,Move,"X: 1918, Y: 736"
1725111275860,Mouse,Move,"X: 1918, Y: 735"
1725111275962,Mouse,Move,"X: 1918, Y: 735"
1725111276062,Mouse,Move,"X: 1918, Y: 735"
1725111276163,Mouse,Move,"X: 1918, Y: 735"
1725111276264,Mouse,Move,"X: 1918, Y: 735"
1725111276364,Mouse,Move,"X: 1918, Y: 735"
1725111276464,Mouse,Move,"X: 1918, Y: 735"
1725111276565,Mouse,Move,"X: 1918, Y: 735"
1725111276665,Mouse,Move,"X: 1918, Y: 735"
1725111276766,Mouse,Move,"X: 1918, Y: 735"
1725111276866,Mouse,Move,"X: 1918, Y: 735"
1725111276967,Mouse,Move,"X: 1918, Y: 735"
1725111277067,Mouse,Move,"X: 1918, Y: 735"
1725111277168,Mouse,Move,"X: 1918, Y: 735"
1725111277269,Mouse,Move,"X: 1918, Y: 735"
1725111277369,Mouse,Move,"X: 1918, Y: 735"
1725111277469,Mouse,Move,"X: 1918, Y: 735"
1725111277569,Mouse,Move,"X: 1918, Y: 735"
1725111277670,Mouse,Move,"X: 1918, Y: 735"
1725111277771,Mouse,Move,"X: 1918, Y: 735"
1725111277872,Mouse,Move,"X: 1918, Y: 735"
1725111277972,Mouse,Move,"X: 1918, Y: 735"
1725111278073,Mouse,Move,"X: 1918, Y: 735"
1725111278174,Mouse,Move,"X: 1918, Y: 735"
1725111278275,Mouse,Move,"X: 1918, Y: 735"
1725111278375,Mouse,Move,"X: 1918, Y: 735"
1725111278476,Mouse,Move,"X: 1918, Y: 735"
1725111278577,Mouse,Move,"X: 1918, Y: 735"
1725111278677,Mouse,Move,"X: 1918, Y: 735"
1725111278778,Mouse,Move,"X: 1918, Y: 735"
1725111278878,Mouse,Move,"X: 1918, Y: 735"
1725111278978,Mouse,Move,"X: 1918, Y: 735"
1725111279079,Mouse,Move,"X: 1918, Y: 735"
1725111279179,Mouse,Move,"X: 1918, Y: 735"
1725111279280,Mouse,Move,"X: 1918, Y: 735"
1725111279381,Mouse,Move,"X: 1918, Y: 735"
1725111279481,Mouse,Move,"X: 1918, Y: 735"
1725111279582,Mouse,Move,"X: 1918, Y: 735"
1725111279682,Mouse,Move,"X: 1918, Y: 735"
1725111279783,Mouse,Move,"X: 1918, Y: 735"
1725111279884,Mouse,Move,"X: 1918, Y: 735"
1725111279984,Mouse,Move,"X: 1918, Y: 735"
