389459986,2.382939
389464234,3.134031
389468565,3.237963
389472985,3.237157
389477350,3.21057
389525822,1.257963
389530445,1.257963
389535114,1.224074
389539854,1.237821
389544499,1.299052
389549308,1.298247
389554211,1.248295
389559172,1.268437
389564375,1.364312
389569556,1.386065
389574855,1.328862
389628878,1.625402
389634273,1.581895
389639787,1.612511
389645276,1.714882
389650851,1.706825
389656484,1.663319
389662183,1.735024
389706978,1.813175
389712819,1.730996
389718713,1.673793
389724814,1.722939
389730975,1.689906
389777392,1.607677
389811613,1.739858
389849084,1.803506
389931810,1.715688
389969666,1.72455
390007420,1.743886
390049621,1.73583
390092835,1.685878
390127927,1.755166
390166238,1.818009
390203636,1.70602
390241473,1.602037
390279073,1.315972
390318529,2.179858
390354331,1.259574
390392400,1.353838
390429196,1.465878
390466459,1.589146
390504868,1.722939
390584425,1.598814
390625502,1.672181
390662812,1.693129
390702930,1.751943
390740176,1.736635
390781400,1.715688
390818317,1.660902
390853743,1.690712
390893001,1.693934
390934429,1.682655
390974678,1.715688
391011179,1.897015
391050241,1.661707
391090979,1.627013
391129943,3.233129
391170967,1.093555
391257999,1.360284
391299635,1.519858
391340355,1.705214
391381960,1.689101
391422671,1.678627
391462310,1.750332
391501355,1.777725
391543192,1.763223
391583241,1.716493
391624681,1.677821
391664784,1.684266
391706027,1.697963
391746110,1.665736
391787494,1.590758
391831135,1.677821
391875027,1.408624
391957936,3.233934
392002932,1.201515
392044882,1.277299
392086604,1.393317
392130649,1.463461
392173472,1.652039
392216177,1.586729
392260418,1.619762
392306100,1.742275
392350041,1.741469
392393283,1.640709
392435775,1.535972
392480334,1.51583
392526028,1.550474
392578121,1.522275
392624446,1.742275
392715898,1.705214
392761398,3.237157
392806586,1.34981
392857166,1.362701
392900491,1.463461
392944735,1.574644
392991448,1.547251
393035060,1.41507
393078869,1.430378
393122834,1.491659
393166228,1.469906
393211179,1.353838
393256450,1.066162
393301978,0.6720852
393347172,0.2079149
393392522,0.0990982
393481524,0.3634104
393525566,0.3392401
393571755,0.5834104
393620797,0.8977249
393667096,1.190236
393710641,1.359478
393756657,1.548862
393802894,1.683461
393857766,1.708437
393904141,1.913129
393948712,1.966304
393995605,1.847819
394044387,1.906683
394089609,1.911517
394133880,1.893793
394182719,2.058956
394275430,1.741469
394321695,3.095358
394370063,1.509384
394414702,1.574644
394459678,1.831705
394508351,2.127489
394555923,2.071898
394603616,1.842179
394647087,1.892987
394692371,1.923603
394737673,1.975166
394784408,1.98
394831725,1.891376
394879973,1.963886
394927282,1.946967
394978076,2.108153
395066820,1.749526
395113439,3.242797
395162346,1.500522
395214160,1.591563
